videoName,PhaseName,Start,End
RALIHR_surgeon01_fps01_0015,reduction of hernia,6:37,14:40
RALIHR_surgeon01_fps01_0015,transitionary idle,14:40,14:53
RALIHR_surgeon01_fps01_0015,positioning suture,14:53,15:00
RALIHR_surgeon01_fps01_0015,mesh placement,15:00,18:53
RALIHR_surgeon01_fps01_0015,transitionary idle,18:53,19:40
RALIHR_surgeon01_fps01_0015,catheter insertion,19:40,19:43
RALIHR_surgeon01_fps01_0015,transitionary idle,19:43,19:46
RALIHR_surgeon01_fps01_0015,positioning suture,19:46,19:53
RALIHR_surgeon01_fps01_0015,peritoneal closure,19:53,20:15
RALIHR_surgeon01_fps01_0015,catheter insertion,20:15,20:26
RALIHR_surgeon01_fps01_0015,peritoneal closure,20:26,23:20
RALIHR_surgeon01_fps01_0015,positioning suture,23:20,23:31
RALIHR_surgeon01_fps01_0015,peritoneal closure,23:31,25:21:00
RALIHR_surgeon01_fps01_0015,positioning suture,25:21:00,26:00:00
RALIHR_surgeon01_fps01_0015,transitionary idle,26:00:00,26:20:00
RALIHR_surgeon01_fps01_0015,positioning suture,26:20:00,26:22:00
RALIHR_surgeon01_fps01_0015,transitionary idle,26:22:00,26:48:00
RALIHR_surgeon01_fps01_0016,transitionary idle,0:00,0:14
RALIHR_surgeon01_fps01_0016,mesh positioning,0:14,0:30
RALIHR_surgeon01_fps01_0016,transitionary idle,0:30,0:44
RALIHR_surgeon01_fps01_0016,peritoneal scoring,0:44,2:24
RALIHR_surgeon01_fps01_0016,preperioneal dissection,2:24,7:04
RALIHR_surgeon01_fps01_0016,reduction of hernia,7:04,11:26
RALIHR_surgeon01_fps01_0016,transitionary idle,11:26,12:12
RALIHR_surgeon01_fps01_0016,positioning suture,12:12,13:17
RALIHR_surgeon01_fps01_0016,primary hernia repair,13:17,16:42
RALIHR_surgeon01_fps01_0016,positioning suture,16:42,16:57
RALIHR_surgeon01_fps01_0016,transitionary idle,16:57,17:02
RALIHR_surgeon01_fps01_0016,mesh placement,17:02,18:07
RALIHR_surgeon01_fps01_0016,stationary idle,18:07,18:21
RALIHR_surgeon01_fps01_0016,transitionary idle,18:21,18:29
RALIHR_surgeon01_fps01_0016,mesh placement,18:29,21:57
RALIHR_surgeon01_fps01_0016,transitionary idle,21:57,22:08
RALIHR_surgeon01_fps01_0016,catheter insertion,22:08,23:07
RALIHR_surgeon01_fps01_0016,transitionary idle,23:07,23:33
RALIHR_surgeon01_fps01_0016,positioning suture,23:33,24:18:00
RALIHR_surgeon01_fps01_0016,peritoneal closure,24:18:00,35:14:00
RALIHR_surgeon01_fps01_0016,positioning suture,35:14:00,36:18:00
RALIHR_surgeon01_fps01_0016,transitionary idle,36:18:00,36:21:00
RALIHR_surgeon01_fps01_0016,positioning suture,36:21:00,36:44:00
RALIHR_surgeon01_fps01_0016,transitionary idle,36:44:00,37:15:00
RALIHR_surgeon01_fps01_0017,stationary idle,0:00,0:46
RALIHR_surgeon01_fps01_0017,transitionary idle,0:46,0:54
RALIHR_surgeon01_fps01_0017,mesh positioning,0:54,0:56
RALIHR_surgeon01_fps01_0017,transitionary idle,0:56,1:09
RALIHR_surgeon01_fps01_0017,peritoneal scoring,1:09,2:45
RALIHR_surgeon01_fps01_0017,preperioneal dissection,2:45,6:09
RALIHR_surgeon01_fps01_0017,reduction of hernia,6:09,17:10
RALIHR_surgeon01_fps01_0017,transitionary idle,17:10,18:29
RALIHR_surgeon01_fps01_0017,positioning suture,18:29,18:57
RALIHR_surgeon01_fps01_0017,transitionary idle,18:57,25:23:00
RALIHR_surgeon01_fps01_0017,stationary idle,25:23:00,26:02:00
RALIHR_surgeon01_fps01_0017,transitionary idle,26:02:00,27:05:00
RALIHR_surgeon01_fps01_0017,mesh placement,27:05:00,29:17:00
RALIHR_surgeon01_fps01_0017,transitionary idle,29:17:00,30:45:00
RALIHR_surgeon01_fps01_0017,catheter insertion,30:45:00,31:09:00
RALIHR_surgeon01_fps01_0017,transitionary idle,31:09:00,31:13:00
RALIHR_surgeon01_fps01_0017,positioning suture,31:13:00,31:27:00
RALIHR_surgeon01_fps01_0017,peritoneal closure,31:27:00,32:07:00
RALIHR_surgeon01_fps01_0017,transitionary idle,32:07:00,33:21:00
RALIHR_surgeon01_fps01_0017,positioning suture,33:21:00,34:19:00
RALIHR_surgeon01_fps01_0017,peritoneal closure,34:19:00,36:40:00
RALIHR_surgeon01_fps01_0017,stationary idle,36:40:00,37:05:00
RALIHR_surgeon01_fps01_0017,transitionary idle,37:05:00,37:16:00
RALIHR_surgeon01_fps01_0017,stationary idle,37:16:00,37:53:00
RALIHR_surgeon01_fps01_0017,positioning suture,37:53:00,38:20:00
RALIHR_surgeon01_fps01_0017,peritoneal closure,38:20:00,50:19:00
RALIHR_surgeon01_fps01_0017,positioning suture,50:19:00,51:21:00
RALIHR_surgeon01_fps01_0017,transitionary idle,51:21:00,51:35:00
RALIHR_surgeon01_fps01_0017,stationary idle,51:35:00,51:49:00
RALIHR_surgeon01_fps01_0018,transitionary idle,0:00,0:12
RALIHR_surgeon01_fps01_0018,positioning suture,0:12,0:30
RALIHR_surgeon01_fps01_0018,transitionary idle,0:30,0:49
RALIHR_surgeon01_fps01_0018,peritoneal scoring,0:49,2:08
RALIHR_surgeon01_fps01_0018,preperioneal dissection,2:08,6:10
RALIHR_surgeon01_fps01_0018,reduction of hernia,6:10,14:13
RALIHR_surgeon01_fps01_0018,transitionary idle,14:13,14:19
RALIHR_surgeon01_fps01_0018,mesh placement,14:19,14:53
RALIHR_surgeon01_fps01_0018,transitionary idle,14:53,15:08
RALIHR_surgeon01_fps01_0018,peritoneal scoring,15:08,17:13
RALIHR_surgeon01_fps01_0018,preperioneal dissection,17:13,20:25
RALIHR_surgeon01_fps01_0018,reduction of hernia,20:25,28:18:00
RALIHR_surgeon01_fps01_0018,transitionary idle,28:18:00,28:22:00
RALIHR_surgeon01_fps01_0018,mesh placement,28:22:00,29:04:00
RALIHR_surgeon01_fps01_0018,transitionary idle,29:04:00,29:44:00
RALIHR_surgeon01_fps01_0018,mesh placement,29:44:00,31:31:00
RALIHR_surgeon01_fps01_0018,transitionary idle,31:31:00,31:39:00
RALIHR_surgeon01_fps01_0018,mesh placement,31:39:00,33:58:00
RALIHR_surgeon01_fps01_0018,transitionary idle,33:58:00,34:18:00
RALIHR_surgeon01_fps01_0018,catheter insertion,34:18:00,34:50:00
RALIHR_surgeon01_fps01_0018,transitionary idle,34:50:00,34:59:00
RALIHR_surgeon01_fps01_0018,mesh placement,34:59:00,35:37:00
RALIHR_surgeon01_fps01_0018,transitionary idle,35:37:00,35:42:00
RALIHR_surgeon01_fps01_0018,positioning suture,35:42:00,35:49:00
RALIHR_surgeon01_fps01_0018,peritoneal closure,35:49:00,48:02:00
RALIHR_surgeon01_fps01_0018,transitionary idle,48:02:00,48:11:00
RALIHR_surgeon01_fps01_0018,positioning suture,48:11:00,48:20:00
RALIHR_surgeon01_fps01_0018,peritoneal closure,48:20:00,51:34:00
RALIHR_surgeon01_fps01_0018,positioning suture,51:34:00,53:48:00
RALIHR_surgeon01_fps01_0018,peritoneal closure,53:48:00,55:44:00
RALIHR_surgeon01_fps01_0018,positioning suture,55:44:00,56:03:00
RALIHR_surgeon01_fps01_0018,peritoneal closure,56:03:00,57:45:00
RALIHR_surgeon01_fps01_0018,positioning suture,57:45:00,58:17:00
RALIHR_surgeon01_fps01_0018,transitionary idle,58:17:00,58:42:00
RALIHR_surgeon01_fps01_0019,transitionary idle,0:00,0:09
RALIHR_surgeon01_fps01_0019,positioning suture,0:09,0:13
RALIHR_surgeon01_fps01_0019,transitionary idle,0:13,0:28
RALIHR_surgeon01_fps01_0019,mesh positioning,0:28,0:48
RALIHR_surgeon01_fps01_0019,transitionary idle,0:48,0:54
RALIHR_surgeon01_fps01_0019,peritoneal scoring,0:54,2:36
RALIHR_surgeon01_fps01_0019,preperioneal dissection,2:36,5:40
RALIHR_surgeon01_fps01_0019,reduction of hernia,5:40,15:18
RALIHR_surgeon01_fps01_0019,transitionary idle,15:18,15:29
RALIHR_surgeon01_fps01_0019,mesh positioning,15:29,15:31
RALIHR_surgeon01_fps01_0019,transitionary idle,15:31,16:07
RALIHR_surgeon01_fps01_0019,mesh placement,16:07,19:50
RALIHR_surgeon01_fps01_0019,transitionary idle,19:50,20:08
RALIHR_surgeon01_fps01_0019,catheter insertion,20:08,20:47
RALIHR_surgeon01_fps01_0019,transitionary idle,20:47,20:53
RALIHR_surgeon01_fps01_0019,positioning suture,20:53,21:05
RALIHR_surgeon01_fps01_0019,peritoneal closure,21:05,25:35:00
RALIHR_surgeon01_fps01_0019,positioning suture,25:35:00,25:54:00
RALIHR_surgeon01_fps01_0019,peritoneal closure,25:54:00,26:45:00
RALIHR_surgeon01_fps01_0019,positioning suture,26:45:00,27:29:00
RALIHR_surgeon01_fps01_0019,transitionary idle,27:29:00,28:09:00
RALIHR_surgeon01_fps01_0019,positioning suture,28:09:00,28:42:00
RALIHR_surgeon01_fps01_0019,peritoneal closure,28:42:00,33:37:00
RALIHR_surgeon01_fps01_0019,positioning suture,33:37:00,34:22:00
RALIHR_surgeon01_fps01_0019,transitionary idle,34:22:00,34:42:00
RALIHR_surgeon01_fps01_0020,transitionary idle,0:00:00,0:00:22
RALIHR_surgeon01_fps01_0020,positioning suture,0:00:22,0:01:00
RALIHR_surgeon01_fps01_0020,transitionary idle,0:01:00,0:01:29
RALIHR_surgeon01_fps01_0020,peritoneal scoring,0:01:29,0:04:05
RALIHR_surgeon01_fps01_0020,preperioneal dissection,0:04:05,0:06:24
RALIHR_surgeon01_fps01_0020,reduction of hernia,0:06:24,0:09:49
RALIHR_surgeon01_fps01_0020,transitionary idle,0:09:49,0:10:14
RALIHR_surgeon01_fps01_0020,mesh placement,0:10:14,0:14:09
RALIHR_surgeon01_fps01_0020,transitionary idle,0:14:09,0:15:14
RALIHR_surgeon01_fps01_0020,catheter insertion,0:15:14,0:15:49
RALIHR_surgeon01_fps01_0020,transitionary idle,0:15:49,0:16:38
RALIHR_surgeon01_fps01_0020,positioning suture,0:16:38,0:16:54
RALIHR_surgeon01_fps01_0020,peritoneal closure,0:16:54,0:21:27
RALIHR_surgeon01_fps01_0020,positioning suture,0:21:27,0:21:35
RALIHR_surgeon01_fps01_0020,peritoneal closure,0:21:35,0:22:45
RALIHR_surgeon01_fps01_0020,positioning suture,0:22:45,0:23:23
RALIHR_surgeon01_fps01_0020,transitionary idle,0:23:23,0:24:58
RALIHR_surgeon01_fps01_0020,peritoneal scoring,0:24:58,0:25:26
RALIHR_surgeon01_fps01_0020,transitionary idle,0:25:26,0:25:37
RALIHR_surgeon01_fps01_0020,out of body,0:25:37,0:25:56
RALIHR_surgeon01_fps01_0020,transitionary idle,0:25:56,0:26:17
RALIHR_surgeon01_fps01_0020,peritoneal scoring,0:26:17,0:32:06
RALIHR_surgeon01_fps01_0020,preperioneal dissection,0:32:06,0:44:04
RALIHR_surgeon01_fps01_0020,reduction of hernia,0:44:04,0:56:47
RALIHR_surgeon01_fps01_0020,transitionary idle,0:56:47,0:57:05
RALIHR_surgeon01_fps01_0020,mesh placement,0:57:05,1:03:36
RALIHR_surgeon01_fps01_0020,stationary idle,1:03:36,1:04:05
RALIHR_surgeon01_fps01_0020,transitionary idle,1:04:05,1:04:14
RALIHR_surgeon01_fps01_0020,mesh placement,1:04:14,1:08:05
RALIHR_surgeon01_fps01_0020,transitionary idle,1:08:05,1:08:43
RALIHR_surgeon01_fps01_0020,positioning suture,1:08:43,1:09:11
RALIHR_surgeon01_fps01_0020,peritoneal closure,1:09:11,1:17:14
RALIHR_surgeon01_fps01_0020,positioning suture,1:17:14,1:18:12
RALIHR_surgeon01_fps01_0020,stationary idle,1:18:12,1:18:31
RALIHR_surgeon01_fps01_0020,positioning suture,1:18:31,1:19:06
RALIHR_surgeon01_fps01_0020,out of body,1:19:06,1:19:32
RALIHR_surgeon01_fps01_0020,positioning suture,1:19:32,1:19:39
RALIHR_surgeon01_fps01_0020,peritoneal closure,1:19:39,1:22:19
RALIHR_surgeon01_fps01_0020,positioning suture,1:22:19,1:22:57
RALIHR_surgeon01_fps01_0020,transitionary idle,1:22:57,1:23:07
RALIHR_surgeon01_fps01_0021,mesh positioning,0:00,0:04
RALIHR_surgeon01_fps01_0021,transitionary idle,0:04,0:21
RALIHR_surgeon01_fps01_0021,peritoneal scoring,0:21,1:17
RALIHR_surgeon01_fps01_0021,preperioneal dissection,1:17,6:22
RALIHR_surgeon01_fps01_0021,reduction of hernia,6:22,15:29
RALIHR_surgeon01_fps01_0021,transitionary idle,15:29,15:38
RALIHR_surgeon01_fps01_0021,mesh placement,15:38,23:50
RALIHR_surgeon01_fps01_0021,transitionary idle,23:50,24:04:00
RALIHR_surgeon01_fps01_0021,positioning suture,24:04:00,24:19:00
RALIHR_surgeon01_fps01_0021,peritoneal closure,24:19:00,24:25:00
RALIHR_surgeon01_fps01_0021,catheter insertion,24:25:00,25:28:00
RALIHR_surgeon01_fps01_0021,transitionary idle,25:28:00,25:33:00
RALIHR_surgeon01_fps01_0021,positioning suture,25:33:00,25:37:00
RALIHR_surgeon01_fps01_0021,peritoneal closure,25:37:00,35:06:00
RALIHR_surgeon01_fps01_0021,positioning suture,35:06:00,35:49:00
RALIHR_surgeon01_fps01_0021,transitionary idle,35:49:00,35:59:00
RALIHR_surgeon01_fps01_0022,transitionary idle,0:00,0:07
RALIHR_surgeon01_fps01_0022,adhesiolysis,0:07,1:41
RALIHR_surgeon01_fps01_0022,transitionary idle,1:41,1:47
RALIHR_surgeon01_fps01_0022,positioning suture,1:47,2:06
RALIHR_surgeon01_fps01_0022,transitionary idle,2:06,2:20
RALIHR_surgeon01_fps01_0022,peritoneal scoring,2:20,3:44
RALIHR_surgeon01_fps01_0022,preperioneal dissection,3:44,6:32
RALIHR_surgeon01_fps01_0022,reduction of hernia,6:32,12:42
RALIHR_surgeon01_fps01_0022,transitionary idle,12:42,13:19
RALIHR_surgeon01_fps01_0022,mesh placement,13:19,17:22
RALIHR_surgeon01_fps01_0022,transitionary idle,17:22,18:04
RALIHR_surgeon01_fps01_0022,catheter insertion,18:04,18:10
RALIHR_surgeon01_fps01_0022,transitionary idle,18:10,18:16
RALIHR_surgeon01_fps01_0022,positioning suture,18:16,18:23
RALIHR_surgeon01_fps01_0022,catheter insertion,18:23,18:32
RALIHR_surgeon01_fps01_0022,positioning suture,18:32,18:56
RALIHR_surgeon01_fps01_0022,peritoneal closure,18:56,32:08:00
RALIHR_surgeon01_fps01_0022,positioning suture,32:08:00,32:57:00
RALIHR_surgeon01_fps01_0022,transitionary idle,32:57:00,33:05:00
RALIHR_surgeon01_fps01_0023,transitionary idle,0:00:00,0:00:07
RALIHR_surgeon01_fps01_0023,peritoneal scoring,0:00:07,0:05:10
RALIHR_surgeon01_fps01_0023,preperioneal dissection,0:05:10,0:08:23
RALIHR_surgeon01_fps01_0023,reduction of hernia,0:08:23,0:10:08
RALIHR_surgeon01_fps01_0023,preperioneal dissection,0:10:08,0:16:50
RALIHR_surgeon01_fps01_0023,reduction of hernia,0:16:50,0:26:09
RALIHR_surgeon01_fps01_0023,preperioneal dissection,0:26:09,0:27:06
RALIHR_surgeon01_fps01_0023,transitionary idle,0:27:06,0:27:20
RALIHR_surgeon01_fps01_0023,preperioneal dissection,0:27:20,0:29:27
RALIHR_surgeon01_fps01_0023,transitionary idle,0:29:27,0:29:37
RALIHR_surgeon01_fps01_0023,reduction of hernia,0:29:37,0:37:01
RALIHR_surgeon01_fps01_0023,transitionary idle,0:37:01,0:37:06
RALIHR_surgeon01_fps01_0023,mesh placement,0:37:06,0:37:39
RALIHR_surgeon01_fps01_0023,transitionary idle,0:37:39,0:37:51
RALIHR_surgeon01_fps01_0023,positioning suture,0:37:51,0:38:04
RALIHR_surgeon01_fps01_0023,transitionary idle,0:38:04,0:38:50
RALIHR_surgeon01_fps01_0023,mesh placement,0:38:50,0:43:21
RALIHR_surgeon01_fps01_0023,transitionary idle,0:43:21,0:45:04
RALIHR_surgeon01_fps01_0023,catheter insertion,0:45:04,0:45:40
RALIHR_surgeon01_fps01_0023,transitionary idle,0:45:40,0:45:51
RALIHR_surgeon01_fps01_0023,positioning suture,0:45:51,0:46:00
RALIHR_surgeon01_fps01_0023,peritoneal closure,0:46:00,0:52:07
RALIHR_surgeon01_fps01_0023,positioning suture,0:52:07,0:53:41
RALIHR_surgeon01_fps01_0023,peritoneal closure,0:53:41,0:56:04
RALIHR_surgeon01_fps01_0023,positioning suture,0:56:04,0:58:40
RALIHR_surgeon01_fps01_0023,peritoneal closure,0:58:40,1:00:27
RALIHR_surgeon01_fps01_0023,positioning suture,1:00:27,1:00:47
RALIHR_surgeon01_fps01_0023,peritoneal closure,1:00:47,1:01:47
RALIHR_surgeon01_fps01_0023,positioning suture,1:01:47,1:02:20
RALIHR_surgeon01_fps01_0023,transitionary idle,1:02:20,1:02:35
RALIHR_surgeon01_fps01_0024,preperioneal dissection,0:00,5:03
RALIHR_surgeon01_fps01_0024,transitionary idle,5:03,5:07
RALIHR_surgeon01_fps01_0024,positioning suture,5:07,5:25
RALIHR_surgeon01_fps01_0024,transitionary idle,5:25,5:30
RALIHR_surgeon01_fps01_0024,mesh positioning,5:30,5:35
RALIHR_surgeon01_fps01_0024,transitionary idle,5:35,5:42
RALIHR_surgeon01_fps01_0024,reduction of hernia,5:42,11:18
RALIHR_surgeon01_fps01_0024,transitionary idle,11:18,11:36
RALIHR_surgeon01_fps01_0024,reduction of hernia,11:36,18:29
RALIHR_surgeon01_fps01_0024,transitionary idle,18:29,19:34
RALIHR_surgeon01_fps01_0024,out of body,19:34,21:17
RALIHR_surgeon01_fps01_0024,transitionary idle,21:17,21:37
RALIHR_surgeon01_fps01_0024,out of body,21:37,22:07
RALIHR_surgeon01_fps01_0024,transitionary idle,22:07,22:29
RALIHR_surgeon01_fps01_0024,mesh placement,22:29,26:05:00
RALIHR_surgeon01_fps01_0024,transitionary idle,26:05:00,27:33:00
RALIHR_surgeon01_fps01_0024,catheter insertion,27:33:00,28:09:00
RALIHR_surgeon01_fps01_0024,transitionary idle,28:09:00,28:19:00
RALIHR_surgeon01_fps01_0024,positioning suture,28:19:00,28:33:00
RALIHR_surgeon01_fps01_0024,peritoneal closure,28:33:00,39:07:00
RALIHR_surgeon01_fps01_0024,positioning suture,39:07:00,40:48:00
RALIHR_surgeon01_fps01_0024,peritoneal closure,40:48:00,48:27:00
RALIHR_surgeon01_fps01_0024,positioning suture,48:27:00,48:51:00
RALIHR_surgeon01_fps01_0024,transitionary idle,48:51:00,49:06:00
RALIHR_surgeon01_fps01_0025,transitionary idle,0:00:00,0:00:16
RALIHR_surgeon01_fps01_0025,positioning suture,0:00:16,0:01:17
RALIHR_surgeon01_fps01_0025,transitionary idle,0:01:17,0:01:27
RALIHR_surgeon01_fps01_0025,mesh positioning,0:01:27,0:01:39
RALIHR_surgeon01_fps01_0025,transitionary idle,0:01:39,0:01:48
RALIHR_surgeon01_fps01_0025,peritoneal scoring,0:01:48,0:02:53
RALIHR_surgeon01_fps01_0025,preperioneal dissection,0:02:53,0:05:34
RALIHR_surgeon01_fps01_0025,reduction of hernia,0:05:34,0:09:37
RALIHR_surgeon01_fps01_0025,transitionary idle,0:09:37,0:09:42
RALIHR_surgeon01_fps01_0025,mesh placement,0:09:42,0:12:36
RALIHR_surgeon01_fps01_0025,transitionary idle,0:12:36,0:13:03
RALIHR_surgeon01_fps01_0025,peritoneal scoring,0:13:03,0:13:27
RALIHR_surgeon01_fps01_0025,transitionary idle,0:13:27,0:13:39
RALIHR_surgeon01_fps01_0025,stationary idle,0:13:39,0:14:05
RALIHR_surgeon01_fps01_0025,transitionary idle,0:14:05,0:14:29
RALIHR_surgeon01_fps01_0025,peritoneal scoring,0:14:29,0:18:45
RALIHR_surgeon01_fps01_0025,preperioneal dissection,0:18:45,0:27:10
RALIHR_surgeon01_fps01_0025,reduction of hernia,0:27:10,0:37:35
RALIHR_surgeon01_fps01_0025,transitionary idle,0:37:35,0:38:23
RALIHR_surgeon01_fps01_0025,mesh placement,0:38:23,0:48:45
RALIHR_surgeon01_fps01_0025,transitionary idle,0:48:45,0:48:48
RALIHR_surgeon01_fps01_0025,catheter insertion,0:48:48,0:49:20
RALIHR_surgeon01_fps01_0025,transitionary idle,0:49:20,0:49:31
RALIHR_surgeon01_fps01_0025,positioning suture,0:49:31,0:49:38
RALIHR_surgeon01_fps01_0025,peritoneal closure,0:49:38,0:53:29
RALIHR_surgeon01_fps01_0025,positioning suture,0:53:29,0:53:52
RALIHR_surgeon01_fps01_0025,peritoneal closure,0:53:52,0:56:14
RALIHR_surgeon01_fps01_0025,positioning suture,0:56:14,0:58:26
RALIHR_surgeon01_fps01_0025,peritoneal closure,0:58:26,1:07:13
RALIHR_surgeon01_fps01_0025,positioning suture,1:07:13,1:07:48
RALIHR_surgeon01_fps01_0026,transitionary idle,0:00:00,0:00:16
RALIHR_surgeon01_fps01_0026,positioning suture,0:00:16,0:00:27
RALIHR_surgeon01_fps01_0026,transitionary idle,0:00:27,0:00:29
RALIHR_surgeon01_fps01_0026,mesh positioning,0:00:29,0:00:47
RALIHR_surgeon01_fps01_0026,transitionary idle,0:00:47,0:01:02
RALIHR_surgeon01_fps01_0026,peritoneal scoring,0:01:02,0:02:25
RALIHR_surgeon01_fps01_0026,preperioneal dissection,0:02:25,0:05:59
RALIHR_surgeon01_fps01_0026,reduction of hernia,0:05:59,0:33:05
RALIHR_surgeon01_fps01_0026,transitionary idle,0:33:05,0:33:15
RALIHR_surgeon01_fps01_0026,mesh placement,0:33:15,0:33:57
RALIHR_surgeon01_fps01_0026,transitionary idle,0:33:57,0:34:04
RALIHR_surgeon01_fps01_0026,stationary idle,0:34:04,0:34:14
RALIHR_surgeon01_fps01_0026,out of body,0:34:14,0:34:46
RALIHR_surgeon01_fps01_0026,transitionary idle,0:34:46,0:35:05
RALIHR_surgeon01_fps01_0026,adhesiolysis,0:35:05,0:35:44
RALIHR_surgeon01_fps01_0026,transitionary idle,0:35:44,0:36:06
RALIHR_surgeon01_fps01_0026,peritoneal scoring,0:36:06,0:37:13
RALIHR_surgeon01_fps01_0026,preperioneal dissection,0:37:13,0:37:44
RALIHR_surgeon01_fps01_0026,out of body,0:37:44,0:38:10
RALIHR_surgeon01_fps01_0026,transitionary idle,0:38:10,0:38:17
RALIHR_surgeon01_fps01_0026,out of body,0:38:17,0:38:31
RALIHR_surgeon01_fps01_0026,transitionary idle,0:38:31,0:38:37
RALIHR_surgeon01_fps01_0026,peritoneal scoring,0:38:37,0:38:56
RALIHR_surgeon01_fps01_0026,preperioneal dissection,0:38:56,0:46:24
RALIHR_surgeon01_fps01_0026,reduction of hernia,0:46:24,0:50:11
RALIHR_surgeon01_fps01_0026,transitionary idle,0:50:11,0:50:23
RALIHR_surgeon01_fps01_0026,reduction of hernia,0:50:23,0:51:02
RALIHR_surgeon01_fps01_0026,transitionary idle,0:51:02,0:51:19
RALIHR_surgeon01_fps01_0026,mesh placement,0:51:19,0:51:38
RALIHR_surgeon01_fps01_0026,transitionary idle,0:51:38,0:51:41
RALIHR_surgeon01_fps01_0026,stationary idle,0:51:41,0:51:57
RALIHR_surgeon01_fps01_0026,transitionary idle,0:51:57,0:52:32
RALIHR_surgeon01_fps01_0026,mesh placement,0:52:32,0:56:08
RALIHR_surgeon01_fps01_0026,transitionary idle,0:56:08,0:56:13
RALIHR_surgeon01_fps01_0026,mesh placement,0:56:13,0:59:11
RALIHR_surgeon01_fps01_0026,transitionary idle,0:59:11,0:59:41
RALIHR_surgeon01_fps01_0026,positioning suture,0:59:41,1:00:08
RALIHR_surgeon01_fps01_0026,peritoneal closure,1:00:08,1:05:58
RALIHR_surgeon01_fps01_0026,positioning suture,1:05:58,1:06:29
RALIHR_surgeon01_fps01_0026,peritoneal closure,1:06:29,1:10:22
RALIHR_surgeon01_fps01_0026,positioning suture,1:10:22,1:13:18
RALIHR_surgeon01_fps01_0026,peritoneal closure,1:13:18,1:26:13
RALIHR_surgeon01_fps01_0026,positioning suture,1:26:13,1:27:26
RALIHR_surgeon01_fps01_0026,peritoneal closure,1:27:26,1:35:58
RALIHR_surgeon01_fps01_0026,positioning suture,1:35:58,1:36:11
RALIHR_surgeon01_fps01_0026,transitionary idle,1:36:11,1:40:18
RALIHR_surgeon01_fps01_0026,catheter insertion,1:40:18,1:40:39
RALIHR_surgeon01_fps01_0026,transitionary idle,1:40:39,1:40:43
RALIHR_surgeon01_fps01_0026,positioning suture,1:40:43,1:40:52
RALIHR_surgeon01_fps01_0026,peritoneal closure,1:40:52,1:42:42
RALIHR_surgeon01_fps01_0026,positioning suture,1:42:42,1:43:36
RALIHR_surgeon01_fps01_0026,transitionary idle,1:43:36,1:43:48
RALIHR_surgeon01_fps01_0026,stationary idle,1:43:48,1:44:08
RALIHR_surgeon01_fps01_0027,transitionary idle,0:00,0:17
RALIHR_surgeon01_fps01_0027,peritoneal scoring,0:17,2:58
RALIHR_surgeon01_fps01_0027,preperioneal dissection,2:58,12:17
RALIHR_surgeon01_fps01_0027,reduction of hernia,12:17,14:51
RALIHR_surgeon01_fps01_0027,transitionary idle,14:51,14:55
RALIHR_surgeon01_fps01_0027,stationary idle,14:55,15:32
RALIHR_surgeon01_fps01_0027,transitionary idle,15:32,15:58
RALIHR_surgeon01_fps01_0027,reduction of hernia,15:58,18:24
RALIHR_surgeon01_fps01_0027,transitionary idle,18:24,18:45
RALIHR_surgeon01_fps01_0027,mesh positioning,18:45,19:16
RALIHR_surgeon01_fps01_0027,transitionary idle,19:16,19:20
RALIHR_surgeon01_fps01_0027,stationary idle,19:20,19:30
RALIHR_surgeon01_fps01_0027,transitionary idle,19:30,19:35
RALIHR_surgeon01_fps01_0027,out of body,19:35,19:59
RALIHR_surgeon01_fps01_0027,transitionary idle,19:59,20:17
RALIHR_surgeon01_fps01_0027,mesh placement,20:17,23:14
RALIHR_surgeon01_fps01_0027,transitionary idle,23:14,23:27
RALIHR_surgeon01_fps01_0027,positioning suture,23:27,23:45
RALIHR_surgeon01_fps01_0027,peritoneal closure,23:45,30:11:00
RALIHR_surgeon01_fps01_0027,positioning suture,30:11:00,30:38:00
RALIHR_surgeon01_fps01_0028,transitionary idle,0:00,0:14
RALIHR_surgeon01_fps01_0028,mesh positioning,0:14,0:25
RALIHR_surgeon01_fps01_0028,transitionary idle,0:25,0:28
RALIHR_surgeon01_fps01_0028,positioning suture,0:28,0:46
RALIHR_surgeon01_fps01_0028,transitionary idle,0:46,1:00
RALIHR_surgeon01_fps01_0028,mesh positioning,1:00,1:02
RALIHR_surgeon01_fps01_0028,transitionary idle,1:02,1:12
RALIHR_surgeon01_fps01_0028,peritoneal scoring,1:12,2:42
RALIHR_surgeon01_fps01_0028,preperioneal dissection,2:42,5:57
RALIHR_surgeon01_fps01_0028,blurry,5:57,6:18
RALIHR_surgeon01_fps01_0028,out of body,6:18,7:04
RALIHR_surgeon01_fps01_0028,transitionary idle,7:04,7:17
RALIHR_surgeon01_fps01_0028,preperioneal dissection,7:17,10:31
RALIHR_surgeon01_fps01_0028,reduction of hernia,10:31,13:09
RALIHR_surgeon01_fps01_0028,transitionary idle,13:09,13:26
RALIHR_surgeon01_fps01_0028,mesh placement,13:26,16:25
RALIHR_surgeon01_fps01_0028,transitionary idle,16:25,16:30
RALIHR_surgeon01_fps01_0028,catheter insertion,16:30,16:59
RALIHR_surgeon01_fps01_0028,transitionary idle,16:59,17:47
RALIHR_surgeon01_fps01_0028,stationary idle,17:47,18:16
RALIHR_surgeon01_fps01_0028,transitionary idle,18:16,18:22
RALIHR_surgeon01_fps01_0028,peritoneal scoring,18:22,20:46
